location: (0,118) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.012000000104308128 | RMS [v]: 0.003992913756519556
location: (0,118) measurement number:4 | max [V]: 0.013599999248981476 | min [V]: -0.012799999676644802 | RMS [v]: 0.0038562819827347994
location: (0,119) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.00399522902444005
location: (0,119) measurement number:1 | max [V]: 0.02159999869763851 | min [V]: -0.014399999752640724 | RMS [v]: 0.004649624228477478
location: (0,119) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.004633146338164806
location: (0,119) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.01759999990463257 | RMS [v]: 0.004184275399893522
location: (0,119) measurement number:4 | max [V]: 0.020800000056624413 | min [V]: -0.01759999990463257 | RMS [v]: 0.004546605050563812
location: (0,120) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004457651171833277
location: (0,120) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.013599999248981476 | RMS [v]: 0.0044262344017624855
location: (0,120) measurement number:2 | max [V]: 0.015199999324977398 | min [V]: -0.01759999990463257 | RMS [v]: 0.004156429320573807
location: (0,120) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.01679999940097332 | RMS [v]: 0.004663834813982248
location: (0,120) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.003725913353264332
location: (0,121) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.01679999940097332 | RMS [v]: 0.003926264122128487
location: (0,121) measurement number:1 | max [V]: 0.01679999940097332 | min [V]: -0.012799999676644802 | RMS [v]: 0.0033893289510160685
location: (0,121) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.01759999990463257 | RMS [v]: 0.003985228482633829
location: (0,121) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.01759999990463257 | RMS [v]: 0.003913259133696556
location: (0,121) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.003988158423453569
location: (0,122) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.0043578119948506355
location: (0,122) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0038536423817276955
location: (0,122) measurement number:2 | max [V]: 0.012000000104308128 | min [V]: -0.01759999990463257 | RMS [v]: 0.004000807646661997
location: (0,122) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.013599999248981476 | RMS [v]: 0.004071496892720461
location: (0,122) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.012799999676644802 | RMS [v]: 0.0038613653741776943
location: (0,123) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.01599999889731407 | RMS [v]: 0.004568476229906082
location: (0,123) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.019199999049305916 | RMS [v]: 0.00487111322581768
location: (0,123) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.0048898328095674515
location: (0,123) measurement number:3 | max [V]: 0.013599999248981476 | min [V]: -0.01759999990463257 | RMS [v]: 0.004200716037303209
location: (0,123) measurement number:4 | max [V]: 0.01679999940097332 | min [V]: -0.014399999752640724 | RMS [v]: 0.0045015765354037285
location: (0,124) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.004230343271046877
location: (0,124) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004205162171274424
location: (0,124) measurement number:2 | max [V]: 0.01119999960064888 | min [V]: -0.013599999248981476 | RMS [v]: 0.0037935690488666296
location: (0,124) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.004205253906548023
location: (0,124) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.004492190200835466
location: (0,125) measurement number:0 | max [V]: 0.018400000408291817 | min [V]: -0.01759999990463257 | RMS [v]: 0.004673677496612072
location: (0,125) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.01759999990463257 | RMS [v]: 0.004810561425983906
location: (0,125) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004129332955926657
location: (0,125) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.015199999324977398 | RMS [v]: 0.0036773555912077427
location: (0,125) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.003970184829086065
location: (0,126) measurement number:0 | max [V]: 0.02159999869763851 | min [V]: -0.014399999752640724 | RMS [v]: 0.004150173161178827
location: (0,126) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.01679999940097332 | RMS [v]: 0.004129177890717983
location: (0,126) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.012799999676644802 | RMS [v]: 0.003918342292308807
location: (0,126) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.012799999676644802 | RMS [v]: 0.004161683842539787
location: (0,126) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004617808852344751
location: (0,127) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.0038573937490582466
location: (0,127) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.003993145655840635
location: (0,127) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.014399999752640724 | RMS [v]: 0.004558750428259373
location: (0,127) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.0045274486765265465
location: (0,127) measurement number:4 | max [V]: 0.01119999960064888 | min [V]: -0.014399999752640724 | RMS [v]: 0.00393832428380847
location: (0,128) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004528791178017855
location: (0,128) measurement number:1 | max [V]: 0.01679999940097332 | min [V]: -0.014399999752640724 | RMS [v]: 0.0039316886104643345
location: (0,128) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.012799999676644802 | RMS [v]: 0.003730016527697444
location: (0,128) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.013599999248981476 | RMS [v]: 0.004326343070715666
location: (0,128) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.004498995374888182
location: (0,129) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.020800000056624413 | RMS [v]: 0.005598250776529312
location: (0,129) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.01599999889731407 | RMS [v]: 0.005019673146307468
location: (0,129) measurement number:2 | max [V]: 0.019999999552965164 | min [V]: -0.01679999940097332 | RMS [v]: 0.004815142601728439
location: (0,129) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.005213661585003138
location: (0,129) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.004766529891639948
location: (0,130) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.014399999752640724 | RMS [v]: 0.004388129338622093
location: (0,130) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.018400000408291817 | RMS [v]: 0.004372415132820606
location: (0,130) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01599999889731407 | RMS [v]: 0.004057380370795727
location: (0,130) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.01759999990463257 | RMS [v]: 0.004539568442851305
location: (0,130) measurement number:4 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.004195456393063068
location: (0,131) measurement number:0 | max [V]: 0.012000000104308128 | min [V]: -0.01679999940097332 | RMS [v]: 0.0034471459221094847
location: (0,131) measurement number:1 | max [V]: 0.012000000104308128 | min [V]: -0.015199999324977398 | RMS [v]: 0.0038773352280259132
location: (0,131) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.01759999990463257 | RMS [v]: 0.0037035676650702953
location: (0,131) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.014399999752640724 | RMS [v]: 0.004071150906383991
location: (0,131) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004273707512766123
location: (0,132) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.01679999940097332 | RMS [v]: 0.004205603618174791
location: (0,132) measurement number:1 | max [V]: 0.01759999990463257 | min [V]: -0.012799999676644802 | RMS [v]: 0.0037416741251945496
location: (0,132) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.019199999049305916 | RMS [v]: 0.00408558826893568
location: (0,132) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.018400000408291817 | RMS [v]: 0.003948410972952843
location: (0,132) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.01679999940097332 | RMS [v]: 0.004146794322878122
location: (0,133) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.019199999049305916 | RMS [v]: 0.003963190596550703
location: (0,133) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.014399999752640724 | RMS [v]: 0.0034883117768913507
location: (0,133) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.0041007548570632935
location: (0,133) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.004361885599792004
location: (0,133) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.01679999940097332 | RMS [v]: 0.0038813522551208735
location: (0,134) measurement number:0 | max [V]: 0.012000000104308128 | min [V]: -0.015199999324977398 | RMS [v]: 0.003645586781203747
location: (0,134) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.012000000104308128 | RMS [v]: 0.0034057926386594772
location: (0,134) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.01599999889731407 | RMS [v]: 0.0038156728260219097
location: (0,134) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.0036702128127217293
location: (0,134) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0034838782157748938
location: (0,135) measurement number:0 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.00439157010987401
location: (0,135) measurement number:1 | max [V]: 0.01759999990463257 | min [V]: -0.014399999752640724 | RMS [v]: 0.003614025888964534
location: (0,135) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.0036755534820258617
location: (0,135) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.014399999752640724 | RMS [v]: 0.003953222185373306
location: (0,135) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.003909340128302574
location: (0,136) measurement number:0 | max [V]: 0.01599999889731407 | min [V]: -0.013599999248981476 | RMS [v]: 0.00404018210247159
location: (0,136) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.003682286012917757
location: (0,136) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.003942734096199274
location: (0,136) measurement number:3 | max [V]: 0.020800000056624413 | min [V]: -0.013599999248981476 | RMS [v]: 0.0038335612043738365
location: (0,136) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.014399999752640724 | RMS [v]: 0.003825464053079486
location: (0,137) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.0035900839138776064
location: (0,137) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.013599999248981476 | RMS [v]: 0.003935357555747032
location: (0,137) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.013599999248981476 | RMS [v]: 0.0036797302309423685
location: (0,137) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.01679999940097332 | RMS [v]: 0.0037972787395119667
location: (0,137) measurement number:4 | max [V]: 0.012799999676644802 | min [V]: -0.01679999940097332 | RMS [v]: 0.0037325979210436344
location: (0,138) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.01759999990463257 | RMS [v]: 0.004398821387439966
location: (0,138) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.0035393014550209045
location: (0,138) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.013599999248981476 | RMS [v]: 0.0037288067396730185
location: (0,138) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.01679999940097332 | RMS [v]: 0.0036715816240757704
location: (0,138) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.01759999990463257 | RMS [v]: 0.003638329217210412
location: (0,139) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.003634272376075387
location: (0,139) measurement number:1 | max [V]: 0.012799999676644802 | min [V]: -0.015199999324977398 | RMS [v]: 0.003801666898652911
location: (0,139) measurement number:2 | max [V]: 0.015199999324977398 | min [V]: -0.014399999752640724 | RMS [v]: 0.003939835354685783
location: (0,139) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.0038975519128143787
location: (0,139) measurement number:4 | max [V]: 0.01759999990463257 | min [V]: -0.015199999324977398 | RMS [v]: 0.003806579392403364
location: (0,140) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004187279846519232
location: (0,140) measurement number:1 | max [V]: 0.012000000104308128 | min [V]: -0.01759999990463257 | RMS [v]: 0.00342805334366858
location: (0,140) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.004021756816655397
location: (0,140) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.014399999752640724 | RMS [v]: 0.003938616719096899
location: (0,140) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004068980924785137
location: (0,141) measurement number:0 | max [V]: 0.019199999049305916 | min [V]: -0.012799999676644802 | RMS [v]: 0.0041214521043002605
location: (0,141) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.02239999920129776 | RMS [v]: 0.004494918044656515
location: (0,141) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.019199999049305916 | RMS [v]: 0.004450027830898762
location: (0,141) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.012799999676644802 | RMS [v]: 0.004202437121421099
location: (0,141) measurement number:4 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.00425922404974699
location: (0,142) measurement number:0 | max [V]: 0.018400000408291817 | min [V]: -0.012799999676644802 | RMS [v]: 0.004186568781733513
location: (0,142) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004182753153145313
location: (0,142) measurement number:2 | max [V]: 0.015199999324977398 | min [V]: -0.01759999990463257 | RMS [v]: 0.004204317461699247
location: (0,142) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.014399999752640724 | RMS [v]: 0.00412702327594161
location: (0,142) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.004820734728127718
location: (0,143) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.013599999248981476 | RMS [v]: 0.0043999855406582355
location: (0,143) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004254503175616264
location: (0,143) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004115989897400141
location: (0,143) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.01599999889731407 | RMS [v]: 0.004114481620490551
location: (0,143) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.01599999889731407 | RMS [v]: 0.004076853860169649
location: (0,144) measurement number:0 | max [V]: 0.012000000104308128 | min [V]: -0.015199999324977398 | RMS [v]: 0.0038390413392335176
location: (0,144) measurement number:1 | max [V]: 0.019199999049305916 | min [V]: -0.01759999990463257 | RMS [v]: 0.004637771751731634
location: (0,144) measurement number:2 | max [V]: 0.02159999869763851 | min [V]: -0.014399999752640724 | RMS [v]: 0.0044565098360180855
location: (0,144) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.01599999889731407 | RMS [v]: 0.0038050743751227856
location: (0,144) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.018400000408291817 | RMS [v]: 0.004426263272762299
location: (0,145) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.01759999990463257 | RMS [v]: 0.0042618452571332455
location: (0,145) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.018400000408291817 | RMS [v]: 0.004362545907497406
location: (0,145) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.012799999676644802 | RMS [v]: 0.003792303614318371
location: (0,145) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.003985108342021704
location: (0,145) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.0041620912961661816
location: (0,146) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.003897174261510372
location: (0,146) measurement number:1 | max [V]: 0.012000000104308128 | min [V]: -0.015199999324977398 | RMS [v]: 0.004012117628008127
location: (0,146) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.01599999889731407 | RMS [v]: 0.004241109360009432
location: (0,146) measurement number:3 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004303256515413523
location: (0,146) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.013599999248981476 | RMS [v]: 0.0041169775649905205
location: (0,147) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.012799999676644802 | RMS [v]: 0.0038655067328363657
location: (0,147) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0047413683496415615
location: (0,147) measurement number:2 | max [V]: 0.01119999960064888 | min [V]: -0.013599999248981476 | RMS [v]: 0.003824962070211768
location: (0,147) measurement number:3 | max [V]: 0.01119999960064888 | min [V]: -0.012799999676644802 | RMS [v]: 0.003751249285414815
location: (0,147) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.01599999889731407 | RMS [v]: 0.004006179049611092
location: (0,148) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.019999999552965164 | RMS [v]: 0.003945330157876015
location: (0,148) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.014399999752640724 | RMS [v]: 0.0037729390896856785
location: (0,148) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.013599999248981476 | RMS [v]: 0.0038285411428660154
location: (0,148) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.012799999676644802 | RMS [v]: 0.0036853004712611437
location: (0,148) measurement number:4 | max [V]: 0.012000000104308128 | min [V]: -0.013599999248981476 | RMS [v]: 0.0038653493393212557
location: (0,149) measurement number:0 | max [V]: 0.012000000104308128 | min [V]: -0.013599999248981476 | RMS [v]: 0.0039402334950864315
location: (0,149) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.004021525848656893
location: (0,149) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.019199999049305916 | RMS [v]: 0.004226840101182461
location: (0,149) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.019999999552965164 | RMS [v]: 0.00429611187428236
location: (0,149) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.012799999676644802 | RMS [v]: 0.003909234423190355
location: (0,150) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.01759999990463257 | RMS [v]: 0.003956475295126438
location: (0,150) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0039833649061620235
location: (0,150) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.004055581521242857
location: (0,150) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.004237342160195112
location: (0,150) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.018400000408291817 | RMS [v]: 0.004316680133342743
location: (0,151) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.015199999324977398 | RMS [v]: 0.004347939044237137
location: (0,151) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.004200708586722612
location: (0,151) measurement number:2 | max [V]: 0.019199999049305916 | min [V]: -0.015199999324977398 | RMS [v]: 0.004596018698066473
location: (0,151) measurement number:3 | max [V]: 0.013599999248981476 | min [V]: -0.02319999970495701 | RMS [v]: 0.004316301550716162
location: (0,151) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0041072191670536995
location: (0,152) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.019199999049305916 | RMS [v]: 0.0039536431431770325
location: (0,152) measurement number:1 | max [V]: 0.012799999676644802 | min [V]: -0.015199999324977398 | RMS [v]: 0.004090543370693922
location: (0,152) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.0039095208048820496
location: (0,152) measurement number:3 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.0038903530221432447
location: (0,152) measurement number:4 | max [V]: 0.018400000408291817 | min [V]: -0.013599999248981476 | RMS [v]: 0.0037561936769634485
location: (0,153) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.01759999990463257 | RMS [v]: 0.003614370943978429
location: (0,153) measurement number:1 | max [V]: 0.019199999049305916 | min [V]: -0.01599999889731407 | RMS [v]: 0.004342496860772371
location: (0,153) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.00455699535086751
location: (0,153) measurement number:3 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.004444646183401346
location: (0,153) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.01599999889731407 | RMS [v]: 0.004576356150209904
location: (0,154) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.020800000056624413 | RMS [v]: 0.0042321509681642056
location: (0,154) measurement number:1 | max [V]: 0.012799999676644802 | min [V]: -0.012799999676644802 | RMS [v]: 0.003823765553534031
location: (0,154) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.004836296197026968
location: (0,154) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.01759999990463257 | RMS [v]: 0.005079879891127348
location: (0,154) measurement number:4 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004606978967785835
location: (0,155) measurement number:0 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.004984224680811167
location: (0,155) measurement number:1 | max [V]: 0.01679999940097332 | min [V]: -0.018400000408291817 | RMS [v]: 0.004325625952333212
location: (0,155) measurement number:2 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.0037720571272075176
location: (0,155) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.015199999324977398 | RMS [v]: 0.0035420760978013277
location: (0,155) measurement number:4 | max [V]: 0.012799999676644802 | min [V]: -0.014399999752640724 | RMS [v]: 0.0039147306233644485
location: (0,156) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.015199999324977398 | RMS [v]: 0.004345649853348732
location: (0,156) measurement number:1 | max [V]: 0.012000000104308128 | min [V]: -0.013599999248981476 | RMS [v]: 0.004406031686812639
location: (0,156) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01599999889731407 | RMS [v]: 0.004964365623891354
location: (0,156) measurement number:3 | max [V]: 0.018400000408291817 | min [V]: -0.01679999940097332 | RMS [v]: 0.005241862032562494
location: (0,156) measurement number:4 | max [V]: 0.020800000056624413 | min [V]: -0.01599999889731407 | RMS [v]: 0.004616693127900362
location: (0,157) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.01599999889731407 | RMS [v]: 0.004477327689528465
location: (0,157) measurement number:1 | max [V]: 0.012799999676644802 | min [V]: -0.012799999676644802 | RMS [v]: 0.0037358456756919622
location: (0,157) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.014399999752640724 | RMS [v]: 0.003590378211811185
location: (0,157) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.01599999889731407 | RMS [v]: 0.003908137325197458
location: (0,157) measurement number:4 | max [V]: 0.01759999990463257 | min [V]: -0.015199999324977398 | RMS [v]: 0.0036910874769091606
location: (0,158) measurement number:0 | max [V]: 0.012000000104308128 | min [V]: -0.01119999960064888 | RMS [v]: 0.0034913101699203253
location: (0,158) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.014399999752640724 | RMS [v]: 0.0034158029593527317
location: (0,158) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.013599999248981476 | RMS [v]: 0.0036354607436805964
location: (0,158) measurement number:3 | max [V]: 0.012000000104308128 | min [V]: -0.01599999889731407 | RMS [v]: 0.0036157432477921247
location: (0,158) measurement number:4 | max [V]: 0.012799999676644802 | min [V]: -0.012000000104308128 | RMS [v]: 0.0035660441499203444
location: (0,159) measurement number:0 | max [V]: 0.010400000028312206 | min [V]: -0.012799999676644802 | RMS [v]: 0.003538451623171568
location: (0,159) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.013599999248981476 | RMS [v]: 0.003351980820298195
location: (0,159) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.012000000104308128 | RMS [v]: 0.003682842245325446
location: (0,159) measurement number:3 | max [V]: 0.01119999960064888 | min [V]: -0.012799999676644802 | RMS [v]: 0.003622648771852255
location: (0,159) measurement number:4 | max [V]: 0.009599999524652958 | min [V]: -0.012000000104308128 | RMS [v]: 0.0032753036357462406
location: (0,160) measurement number:0 | max [V]: 0.015199999324977398 | min [V]: -0.014399999752640724 | RMS [v]: 0.0035806947853416204
location: (0,160) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.013599999248981476 | RMS [v]: 0.0034308715257793665
location: (0,160) measurement number:2 | max [V]: 0.010400000028312206 | min [V]: -0.013599999248981476 | RMS [v]: 0.003460691310465336
location: (0,160) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.012000000104308128 | RMS [v]: 0.0035012043081223965
location: (0,160) measurement number:4 | max [V]: 0.012799999676644802 | min [V]: -0.012799999676644802 | RMS [v]: 0.0037706317380070686
location: (0,161) measurement number:0 | max [V]: 0.013599999248981476 | min [V]: -0.013599999248981476 | RMS [v]: 0.003928016405552626
location: (0,161) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.014399999752640724 | RMS [v]: 0.003441218286752701
location: (0,161) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.015199999324977398 | RMS [v]: 0.003988206386566162
location: (0,161) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.012799999676644802 | RMS [v]: 0.0036295761819928885
location: (0,161) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.003856232389807701
