location: (2,33) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.014399999752640724 | RMS [v]: 0.00394298555329442
location: (2,33) measurement number:4 | max [V]: 0.013599999248981476 | min [V]: -0.013599999248981476 | RMS [v]: 0.004104607738554478
location: (2,34) measurement number:0 | max [V]: 0.012799999676644802 | min [V]: -0.01679999940097332 | RMS [v]: 0.004114605952054262
location: (2,34) measurement number:1 | max [V]: 0.01119999960064888 | min [V]: -0.014399999752640724 | RMS [v]: 0.0036132466048002243
location: (2,34) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.018400000408291817 | RMS [v]: 0.0044201575219631195
location: (2,34) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.013599999248981476 | RMS [v]: 0.004089314490556717
location: (2,34) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.004426899366080761
location: (2,35) measurement number:0 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.004679370671510696
location: (2,35) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.012799999676644802 | RMS [v]: 0.0037954160943627357
location: (2,35) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.019999999552965164 | RMS [v]: 0.00435118330642581
location: (2,35) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.012799999676644802 | RMS [v]: 0.003961882553994656
location: (2,35) measurement number:4 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.0041476585902273655
location: (2,36) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.015199999324977398 | RMS [v]: 0.0044270725920796394
location: (2,36) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.003830688539892435
location: (2,36) measurement number:2 | max [V]: 0.012000000104308128 | min [V]: -0.01759999990463257 | RMS [v]: 0.003807260189205408
location: (2,36) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.013599999248981476 | RMS [v]: 0.0042043100111186504
location: (2,36) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.015199999324977398 | RMS [v]: 0.0042057097889482975
location: (2,37) measurement number:0 | max [V]: 0.018400000408291817 | min [V]: -0.019199999049305916 | RMS [v]: 0.0046266838908195496
location: (2,37) measurement number:1 | max [V]: 0.013599999248981476 | min [V]: -0.01599999889731407 | RMS [v]: 0.004456165246665478
location: (2,37) measurement number:2 | max [V]: 0.012799999676644802 | min [V]: -0.013599999248981476 | RMS [v]: 0.004301999229937792
location: (2,37) measurement number:3 | max [V]: 0.012799999676644802 | min [V]: -0.018400000408291817 | RMS [v]: 0.004500886891037226
location: (2,37) measurement number:4 | max [V]: 0.02159999869763851 | min [V]: -0.019199999049305916 | RMS [v]: 0.005524073727428913
location: (2,38) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.01599999889731407 | RMS [v]: 0.00435851002112031
location: (2,38) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004273033235222101
location: (2,38) measurement number:2 | max [V]: 0.015199999324977398 | min [V]: -0.01599999889731407 | RMS [v]: 0.004622878506779671
location: (2,38) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.004319355357438326
location: (2,38) measurement number:4 | max [V]: 0.013599999248981476 | min [V]: -0.012799999676644802 | RMS [v]: 0.004283564630895853
location: (2,39) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.015199999324977398 | RMS [v]: 0.004530239850282669
location: (2,39) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.01679999940097332 | RMS [v]: 0.004818264860659838
location: (2,39) measurement number:2 | max [V]: 0.01759999990463257 | min [V]: -0.013599999248981476 | RMS [v]: 0.004752949345856905
location: (2,39) measurement number:3 | max [V]: 0.019199999049305916 | min [V]: -0.01599999889731407 | RMS [v]: 0.004800066351890564
location: (2,39) measurement number:4 | max [V]: 0.019999999552965164 | min [V]: -0.01679999940097332 | RMS [v]: 0.004967123735696077
location: (2,40) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.015199999324977398 | RMS [v]: 0.004922977648675442
location: (2,40) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.019999999552965164 | RMS [v]: 0.004704040475189686
location: (2,40) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.004814817104488611
location: (2,40) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.01759999990463257 | RMS [v]: 0.004491349682211876
location: (2,40) measurement number:4 | max [V]: 0.020800000056624413 | min [V]: -0.018400000408291817 | RMS [v]: 0.0048136403784155846
location: (2,41) measurement number:0 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.0046867504715919495
location: (2,41) measurement number:1 | max [V]: 0.01679999940097332 | min [V]: -0.019199999049305916 | RMS [v]: 0.004500744864344597
location: (2,41) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004539518617093563
location: (2,41) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.019999999552965164 | RMS [v]: 0.0049371663480997086
location: (2,41) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.019199999049305916 | RMS [v]: 0.005210383329540491
location: (2,42) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.01599999889731407 | RMS [v]: 0.0050994521006941795
location: (2,42) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.015199999324977398 | RMS [v]: 0.004537664353847504
location: (2,42) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.015199999324977398 | RMS [v]: 0.004565722309052944
location: (2,42) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.004892345052212477
location: (2,42) measurement number:4 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.00468029361218214
location: (2,43) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.019999999552965164 | RMS [v]: 0.0062590474262833595
location: (2,43) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.01599999889731407 | RMS [v]: 0.004526522476226091
location: (2,43) measurement number:2 | max [V]: 0.019199999049305916 | min [V]: -0.01599999889731407 | RMS [v]: 0.0047509558498859406
location: (2,43) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.01599999889731407 | RMS [v]: 0.004770113620907068
location: (2,43) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.01679999940097332 | RMS [v]: 0.004802672658115625
location: (2,44) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.019199999049305916 | RMS [v]: 0.00487973727285862
location: (2,44) measurement number:1 | max [V]: 0.014399999752640724 | min [V]: -0.01599999889731407 | RMS [v]: 0.004926740191876888
location: (2,44) measurement number:2 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.004896542523056269
location: (2,44) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.0049726031720638275
location: (2,44) measurement number:4 | max [V]: 0.015199999324977398 | min [V]: -0.01679999940097332 | RMS [v]: 0.004851266276091337
location: (2,45) measurement number:0 | max [V]: 0.018400000408291817 | min [V]: -0.01759999990463257 | RMS [v]: 0.00529874861240387
location: (2,45) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.01599999889731407 | RMS [v]: 0.005250127520412207
location: (2,45) measurement number:2 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004597014281898737
location: (2,45) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.0047299484722316265
location: (2,45) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.01759999990463257 | RMS [v]: 0.0048072077333927155
location: (2,46) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.004425844177603722
location: (2,46) measurement number:1 | max [V]: 0.01759999990463257 | min [V]: -0.01599999889731407 | RMS [v]: 0.004727566614747047
location: (2,46) measurement number:2 | max [V]: 0.020800000056624413 | min [V]: -0.02319999970495701 | RMS [v]: 0.0050452351570129395
location: (2,46) measurement number:3 | max [V]: 0.01759999990463257 | min [V]: -0.019999999552965164 | RMS [v]: 0.00526881217956543
location: (2,46) measurement number:4 | max [V]: 0.01759999990463257 | min [V]: -0.018400000408291817 | RMS [v]: 0.004875669721513987
location: (2,47) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.01679999940097332 | RMS [v]: 0.0043119401670992374
location: (2,47) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.01679999940097332 | RMS [v]: 0.004732518922537565
location: (2,47) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01759999990463257 | RMS [v]: 0.004672273527830839
location: (2,47) measurement number:3 | max [V]: 0.02319999970495701 | min [V]: -0.019999999552965164 | RMS [v]: 0.004752565640956163
location: (2,47) measurement number:4 | max [V]: 0.018400000408291817 | min [V]: -0.02239999920129776 | RMS [v]: 0.00517778005450964
location: (2,48) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.019999999552965164 | RMS [v]: 0.005353040061891079
location: (2,48) measurement number:1 | max [V]: 0.01599999889731407 | min [V]: -0.018400000408291817 | RMS [v]: 0.005403891671448946
location: (2,48) measurement number:2 | max [V]: 0.01759999990463257 | min [V]: -0.02319999970495701 | RMS [v]: 0.005224949214607477
location: (2,48) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.019199999049305916 | RMS [v]: 0.005260503385215998
location: (2,48) measurement number:4 | max [V]: 0.01759999990463257 | min [V]: -0.01599999889731407 | RMS [v]: 0.005500492639839649
location: (2,49) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.018400000408291817 | RMS [v]: 0.0054050288163125515
location: (2,49) measurement number:1 | max [V]: 0.01759999990463257 | min [V]: -0.01679999940097332 | RMS [v]: 0.00528800580650568
location: (2,49) measurement number:2 | max [V]: 0.02239999920129776 | min [V]: -0.018400000408291817 | RMS [v]: 0.005440128967165947
location: (2,49) measurement number:3 | max [V]: 0.019199999049305916 | min [V]: -0.01679999940097332 | RMS [v]: 0.005474408622831106
location: (2,49) measurement number:4 | max [V]: 0.018400000408291817 | min [V]: -0.019199999049305916 | RMS [v]: 0.005153266713023186
location: (2,50) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.018400000408291817 | RMS [v]: 0.0056867958046495914
location: (2,50) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.01759999990463257 | RMS [v]: 0.005731490440666676
location: (2,50) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.019999999552965164 | RMS [v]: 0.005523673724383116
location: (2,50) measurement number:3 | max [V]: 0.02319999970495701 | min [V]: -0.02239999920129776 | RMS [v]: 0.005640782415866852
location: (2,50) measurement number:4 | max [V]: 0.018400000408291817 | min [V]: -0.019199999049305916 | RMS [v]: 0.00556689640507102
location: (2,51) measurement number:0 | max [V]: 0.019199999049305916 | min [V]: -0.01759999990463257 | RMS [v]: 0.0057289437390863895
location: (2,51) measurement number:1 | max [V]: 0.015199999324977398 | min [V]: -0.019199999049305916 | RMS [v]: 0.00552377849817276
location: (2,51) measurement number:2 | max [V]: 0.01679999940097332 | min [V]: -0.01759999990463257 | RMS [v]: 0.0053336964920163155
location: (2,51) measurement number:3 | max [V]: 0.01599999889731407 | min [V]: -0.01759999990463257 | RMS [v]: 0.0051392074674367905
location: (2,51) measurement number:4 | max [V]: 0.01679999940097332 | min [V]: -0.018400000408291817 | RMS [v]: 0.004971734248101711
location: (2,52) measurement number:0 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.005235136486589909
location: (2,52) measurement number:1 | max [V]: 0.019199999049305916 | min [V]: -0.01679999940097332 | RMS [v]: 0.005104150157421827
location: (2,52) measurement number:2 | max [V]: 0.02159999869763851 | min [V]: -0.018400000408291817 | RMS [v]: 0.005356213077902794
location: (2,52) measurement number:3 | max [V]: 0.020800000056624413 | min [V]: -0.019199999049305916 | RMS [v]: 0.005118074361234903
location: (2,52) measurement number:4 | max [V]: 0.01679999940097332 | min [V]: -0.02159999869763851 | RMS [v]: 0.005649002734571695
location: (2,53) measurement number:0 | max [V]: 0.014399999752640724 | min [V]: -0.01679999940097332 | RMS [v]: 0.005398209672421217
location: (2,53) measurement number:1 | max [V]: 0.018400000408291817 | min [V]: -0.02159999869763851 | RMS [v]: 0.0060175154358148575
location: (2,53) measurement number:2 | max [V]: 0.01759999990463257 | min [V]: -0.02319999970495701 | RMS [v]: 0.005430055316537619
location: (2,53) measurement number:3 | max [V]: 0.01679999940097332 | min [V]: -0.01679999940097332 | RMS [v]: 0.0052721574902534485
location: (2,53) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.020800000056624413 | RMS [v]: 0.005317924078553915
location: (2,54) measurement number:0 | max [V]: 0.01759999990463257 | min [V]: -0.01759999990463257 | RMS [v]: 0.0054396940395236015
location: (2,54) measurement number:1 | max [V]: 0.01679999940097332 | min [V]: -0.019999999552965164 | RMS [v]: 0.005636231042444706
location: (2,54) measurement number:2 | max [V]: 0.019199999049305916 | min [V]: -0.020800000056624413 | RMS [v]: 0.006053077057003975
location: (2,54) measurement number:3 | max [V]: 0.02159999869763851 | min [V]: -0.02159999869763851 | RMS [v]: 0.005987768527120352
location: (2,54) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.019199999049305916 | RMS [v]: 0.005500143859535456
location: (2,55) measurement number:0 | max [V]: 0.019999999552965164 | min [V]: -0.02319999970495701 | RMS [v]: 0.006720390170812607
location: (2,55) measurement number:1 | max [V]: 0.020800000056624413 | min [V]: -0.01759999990463257 | RMS [v]: 0.006547460798174143
location: (2,55) measurement number:2 | max [V]: 0.019999999552965164 | min [V]: -0.02159999869763851 | RMS [v]: 0.007113614585250616
location: (2,55) measurement number:3 | max [V]: 0.02319999970495701 | min [V]: -0.019999999552965164 | RMS [v]: 0.006882571615278721
location: (2,55) measurement number:4 | max [V]: 0.020800000056624413 | min [V]: -0.02159999869763851 | RMS [v]: 0.00685176532715559
location: (2,56) measurement number:0 | max [V]: 0.02159999869763851 | min [V]: -0.02319999970495701 | RMS [v]: 0.007112566847354174
location: (2,56) measurement number:1 | max [V]: 0.019999999552965164 | min [V]: -0.02159999869763851 | RMS [v]: 0.007143368013203144
location: (2,56) measurement number:2 | max [V]: 0.024000000208616257 | min [V]: -0.019999999552965164 | RMS [v]: 0.007578639313578606
location: (2,56) measurement number:3 | max [V]: 0.02159999869763851 | min [V]: -0.02239999920129776 | RMS [v]: 0.007278839126229286
location: (2,56) measurement number:4 | max [V]: 0.02159999869763851 | min [V]: -0.024799998849630356 | RMS [v]: 0.0072714537382125854
location: (2,57) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.020800000056624413 | RMS [v]: 0.007783555891364813
location: (2,57) measurement number:1 | max [V]: 0.029600000008940697 | min [V]: -0.02239999920129776 | RMS [v]: 0.007876165211200714
location: (2,57) measurement number:2 | max [V]: 0.024000000208616257 | min [V]: -0.02159999869763851 | RMS [v]: 0.00766689283773303
location: (2,57) measurement number:3 | max [V]: 0.020800000056624413 | min [V]: -0.019999999552965164 | RMS [v]: 0.007699944544583559
location: (2,57) measurement number:4 | max [V]: 0.02239999920129776 | min [V]: -0.019199999049305916 | RMS [v]: 0.007217028643935919
location: (2,58) measurement number:0 | max [V]: 0.02319999970495701 | min [V]: -0.02319999970495701 | RMS [v]: 0.008174136281013489
location: (2,58) measurement number:1 | max [V]: 0.024799998849630356 | min [V]: -0.02159999869763851 | RMS [v]: 0.007747321389615536
location: (2,58) measurement number:2 | max [V]: 0.020800000056624413 | min [V]: -0.02159999869763851 | RMS [v]: 0.008230487816035748
location: (2,58) measurement number:3 | max [V]: 0.024799998849630356 | min [V]: -0.02319999970495701 | RMS [v]: 0.00804344192147255
location: (2,58) measurement number:4 | max [V]: 0.02159999869763851 | min [V]: -0.02159999869763851 | RMS [v]: 0.008027811534702778
location: (2,59) measurement number:0 | max [V]: 0.026399999856948853 | min [V]: -0.026399999856948853 | RMS [v]: 0.00889586377888918
location: (2,59) measurement number:1 | max [V]: 0.02319999970495701 | min [V]: -0.024000000208616257 | RMS [v]: 0.008575503714382648
location: (2,59) measurement number:2 | max [V]: 0.025599999353289604 | min [V]: -0.024000000208616257 | RMS [v]: 0.008618525229394436
location: (2,59) measurement number:3 | max [V]: 0.030399998649954796 | min [V]: -0.026399999856948853 | RMS [v]: 0.008463345468044281
location: (2,59) measurement number:4 | max [V]: 0.02319999970495701 | min [V]: -0.02879999950528145 | RMS [v]: 0.008094999939203262
location: (2,60) measurement number:0 | max [V]: 0.031199999153614044 | min [V]: -0.024000000208616257 | RMS [v]: 0.009128854610025883
location: (2,60) measurement number:1 | max [V]: 0.02719999849796295 | min [V]: -0.026399999856948853 | RMS [v]: 0.009007214568555355
location: (2,60) measurement number:2 | max [V]: 0.0279999990016222 | min [V]: -0.025599999353289604 | RMS [v]: 0.009272214025259018
location: (2,60) measurement number:3 | max [V]: 0.025599999353289604 | min [V]: -0.025599999353289604 | RMS [v]: 0.00872564222663641
location: (2,60) measurement number:4 | max [V]: 0.02319999970495701 | min [V]: -0.03199999779462814 | RMS [v]: 0.00921616330742836
location: (2,61) measurement number:0 | max [V]: 0.024799998849630356 | min [V]: -0.026399999856948853 | RMS [v]: 0.009821315295994282
location: (2,61) measurement number:1 | max [V]: 0.025599999353289604 | min [V]: -0.02719999849796295 | RMS [v]: 0.009838438592851162
location: (2,61) measurement number:2 | max [V]: 0.02719999849796295 | min [V]: -0.0279999990016222 | RMS [v]: 0.009915033355355263
location: (2,61) measurement number:3 | max [V]: 0.02879999950528145 | min [V]: -0.024799998849630356 | RMS [v]: 0.009596145711839199
location: (2,61) measurement number:4 | max [V]: 0.026399999856948853 | min [V]: -0.026399999856948853 | RMS [v]: 0.009598979726433754
location: (2,62) measurement number:0 | max [V]: 0.0279999990016222 | min [V]: -0.02719999849796295 | RMS [v]: 0.010344154201447964
location: (2,62) measurement number:1 | max [V]: 0.02319999970495701 | min [V]: -0.031199999153614044 | RMS [v]: 0.009859388694167137
location: (2,62) measurement number:2 | max [V]: 0.024000000208616257 | min [V]: -0.02879999950528145 | RMS [v]: 0.009460167959332466
location: (2,62) measurement number:3 | max [V]: 0.025599999353289604 | min [V]: -0.026399999856948853 | RMS [v]: 0.009836939163506031
location: (2,62) measurement number:4 | max [V]: 0.024000000208616257 | min [V]: -0.0279999990016222 | RMS [v]: 0.010041166096925735
location: (2,63) measurement number:0 | max [V]: 0.02879999950528145 | min [V]: -0.026399999856948853 | RMS [v]: 0.009486191906034946
location: (2,63) measurement number:1 | max [V]: 0.025599999353289604 | min [V]: -0.0279999990016222 | RMS [v]: 0.009599566459655762
location: (2,63) measurement number:2 | max [V]: 0.024799998849630356 | min [V]: -0.026399999856948853 | RMS [v]: 0.00919155403971672
location: (2,63) measurement number:3 | max [V]: 0.02719999849796295 | min [V]: -0.024799998849630356 | RMS [v]: 0.009363756515085697
location: (2,63) measurement number:4 | max [V]: 0.025599999353289604 | min [V]: -0.02719999849796295 | RMS [v]: 0.009259792044758797
location: (2,64) measurement number:0 | max [V]: 0.02239999920129776 | min [V]: -0.025599999353289604 | RMS [v]: 0.00856665801256895
location: (2,64) measurement number:1 | max [V]: 0.02879999950528145 | min [V]: -0.0279999990016222 | RMS [v]: 0.009204140864312649
location: (2,64) measurement number:2 | max [V]: 0.02719999849796295 | min [V]: -0.029600000008940697 | RMS [v]: 0.009075590409338474
location: (2,64) measurement number:3 | max [V]: 0.024799998849630356 | min [V]: -0.025599999353289604 | RMS [v]: 0.008774686604738235
location: (2,64) measurement number:4 | max [V]: 0.024799998849630356 | min [V]: -0.02319999970495701 | RMS [v]: 0.008660434745252132
location: (2,65) measurement number:0 | max [V]: 0.026399999856948853 | min [V]: -0.02159999869763851 | RMS [v]: 0.008295922540128231
location: (2,65) measurement number:1 | max [V]: 0.024000000208616257 | min [V]: -0.025599999353289604 | RMS [v]: 0.008690176531672478
location: (2,65) measurement number:2 | max [V]: 0.02319999970495701 | min [V]: -0.025599999353289604 | RMS [v]: 0.008627931587398052
location: (2,65) measurement number:3 | max [V]: 0.02159999869763851 | min [V]: -0.024799998849630356 | RMS [v]: 0.008274072781205177
location: (2,65) measurement number:4 | max [V]: 0.02239999920129776 | min [V]: -0.025599999353289604 | RMS [v]: 0.008124676533043385
location: (2,66) measurement number:0 | max [V]: 0.024799998849630356 | min [V]: -0.02239999920129776 | RMS [v]: 0.008446507155895233
location: (2,66) measurement number:1 | max [V]: 0.02239999920129776 | min [V]: -0.024799998849630356 | RMS [v]: 0.008265204727649689
location: (2,66) measurement number:2 | max [V]: 0.02319999970495701 | min [V]: -0.025599999353289604 | RMS [v]: 0.00861980952322483
location: (2,66) measurement number:3 | max [V]: 0.031199999153614044 | min [V]: -0.026399999856948853 | RMS [v]: 0.00834900327026844
location: (2,66) measurement number:4 | max [V]: 0.020800000056624413 | min [V]: -0.02159999869763851 | RMS [v]: 0.007669717539101839
location: (2,67) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.02159999869763851 | RMS [v]: 0.008008627220988274
location: (2,67) measurement number:1 | max [V]: 0.019199999049305916 | min [V]: -0.018400000408291817 | RMS [v]: 0.007575053256005049
location: (2,67) measurement number:2 | max [V]: 0.019199999049305916 | min [V]: -0.019999999552965164 | RMS [v]: 0.0072389570996165276
location: (2,67) measurement number:3 | max [V]: 0.019199999049305916 | min [V]: -0.02319999970495701 | RMS [v]: 0.007937648333609104
location: (2,67) measurement number:4 | max [V]: 0.02719999849796295 | min [V]: -0.019199999049305916 | RMS [v]: 0.007584227714687586
location: (2,68) measurement number:0 | max [V]: 0.025599999353289604 | min [V]: -0.020800000056624413 | RMS [v]: 0.008194737136363983
location: (2,68) measurement number:1 | max [V]: 0.02159999869763851 | min [V]: -0.024000000208616257 | RMS [v]: 0.008249109610915184
location: (2,68) measurement number:2 | max [V]: 0.025599999353289604 | min [V]: -0.02239999920129776 | RMS [v]: 0.008629489690065384
location: (2,68) measurement number:3 | max [V]: 0.02239999920129776 | min [V]: -0.020800000056624413 | RMS [v]: 0.008150728419423103
location: (2,68) measurement number:4 | max [V]: 0.019999999552965164 | min [V]: -0.02319999970495701 | RMS [v]: 0.008167353458702564
location: (2,69) measurement number:0 | max [V]: 0.025599999353289604 | min [V]: -0.02319999970495701 | RMS [v]: 0.008291010744869709
location: (2,69) measurement number:1 | max [V]: 0.024000000208616257 | min [V]: -0.02159999869763851 | RMS [v]: 0.008701981045305729
location: (2,69) measurement number:2 | max [V]: 0.02319999970495701 | min [V]: -0.02239999920129776 | RMS [v]: 0.008175619877874851
location: (2,69) measurement number:3 | max [V]: 0.024799998849630356 | min [V]: -0.024799998849630356 | RMS [v]: 0.008698590099811554
location: (2,69) measurement number:4 | max [V]: 0.02719999849796295 | min [V]: -0.02719999849796295 | RMS [v]: 0.008773064240813255
location: (2,70) measurement number:0 | max [V]: 0.024000000208616257 | min [V]: -0.02239999920129776 | RMS [v]: 0.009056339040398598
location: (2,70) measurement number:1 | max [V]: 0.02239999920129776 | min [V]: -0.02239999920129776 | RMS [v]: 0.008590010926127434
location: (2,70) measurement number:2 | max [V]: 0.02719999849796295 | min [V]: -0.024799998849630356 | RMS [v]: 0.008609326556324959
location: (2,70) measurement number:3 | max [V]: 0.024000000208616257 | min [V]: -0.024799998849630356 | RMS [v]: 0.009262900799512863
location: (2,70) measurement number:4 | max [V]: 0.024000000208616257 | min [V]: -0.025599999353289604 | RMS [v]: 0.008959963917732239
location: (2,71) measurement number:0 | max [V]: 0.02239999920129776 | min [V]: -0.026399999856948853 | RMS [v]: 0.009297514334321022
location: (2,71) measurement number:1 | max [V]: 0.025599999353289604 | min [V]: -0.03199999779462814 | RMS [v]: 0.00955314189195633
location: (2,71) measurement number:2 | max [V]: 0.02159999869763851 | min [V]: -0.024000000208616257 | RMS [v]: 0.008740386925637722
location: (2,71) measurement number:3 | max [V]: 0.02159999869763851 | min [V]: -0.0279999990016222 | RMS [v]: 0.008386824280023575
location: (2,71) measurement number:4 | max [V]: 0.02319999970495701 | min [V]: -0.02319999970495701 | RMS [v]: 0.008816245943307877
location: (2,72) measurement number:0 | max [V]: 0.02719999849796295 | min [V]: -0.02719999849796295 | RMS [v]: 0.009415265172719955
location: (2,72) measurement number:1 | max [V]: 0.02879999950528145 | min [V]: -0.031199999153614044 | RMS [v]: 0.010017347522079945
location: (2,72) measurement number:2 | max [V]: 0.026399999856948853 | min [V]: -0.025599999353289604 | RMS [v]: 0.009797386825084686
location: (2,72) measurement number:3 | max [V]: 0.024799998849630356 | min [V]: -0.024799998849630356 | RMS [v]: 0.009789107367396355
location: (2,72) measurement number:4 | max [V]: 0.026399999856948853 | min [V]: -0.024000000208616257 | RMS [v]: 0.009578488767147064
location: (2,73) measurement number:0 | max [V]: 0.024000000208616257 | min [V]: -0.030399998649954796 | RMS [v]: 0.009596873074769974
location: (2,73) measurement number:1 | max [V]: 0.025599999353289604 | min [V]: -0.026399999856948853 | RMS [v]: 0.009525426663458347
location: (2,73) measurement number:2 | max [V]: 0.02719999849796295 | min [V]: -0.02879999950528145 | RMS [v]: 0.010104265064001083
location: (2,73) measurement number:3 | max [V]: 0.02879999950528145 | min [V]: -0.02719999849796295 | RMS [v]: 0.009736238978803158
location: (2,73) measurement number:4 | max [V]: 0.024000000208616257 | min [V]: -0.0279999990016222 | RMS [v]: 0.009686440229415894
location: (2,74) measurement number:0 | max [V]: 0.024000000208616257 | min [V]: -0.02719999849796295 | RMS [v]: 0.009494860656559467
location: (2,74) measurement number:1 | max [V]: 0.026399999856948853 | min [V]: -0.024000000208616257 | RMS [v]: 0.009815781377255917
location: (2,74) measurement number:2 | max [V]: 0.024000000208616257 | min [V]: -0.025599999353289604 | RMS [v]: 0.009454263374209404
location: (2,74) measurement number:3 | max [V]: 0.025599999353289604 | min [V]: -0.0279999990016222 | RMS [v]: 0.009624783881008625
location: (2,74) measurement number:4 | max [V]: 0.024799998849630356 | min [V]: -0.02719999849796295 | RMS [v]: 0.009324767626821995
location: (2,75) measurement number:0 | max [V]: 0.024799998849630356 | min [V]: -0.024000000208616257 | RMS [v]: 0.009334100410342216
location: (2,75) measurement number:1 | max [V]: 0.024799998849630356 | min [V]: -0.025599999353289604 | RMS [v]: 0.009168613702058792
location: (2,75) measurement number:2 | max [V]: 0.024000000208616257 | min [V]: -0.024799998849630356 | RMS [v]: 0.009199109859764576
location: (2,75) measurement number:3 | max [V]: 0.024799998849630356 | min [V]: -0.024799998849630356 | RMS [v]: 0.009004360996186733
location: (2,75) measurement number:4 | max [V]: 0.024799998849630356 | min [V]: -0.02159999869763851 | RMS [v]: 0.00906715914607048
location: (2,76) measurement number:0 | max [V]: 0.02319999970495701 | min [V]: -0.024000000208616257 | RMS [v]: 0.00821171049028635
location: (2,76) measurement number:1 | max [V]: 0.020800000056624413 | min [V]: -0.02239999920129776 | RMS [v]: 0.00845702551305294
location: (2,76) measurement number:2 | max [V]: 0.024799998849630356 | min [V]: -0.020800000056624413 | RMS [v]: 0.007802107837051153
location: (2,76) measurement number:3 | max [V]: 0.020800000056624413 | min [V]: -0.02319999970495701 | RMS [v]: 0.008308853954076767
location: (2,76) measurement number:4 | max [V]: 0.019199999049305916 | min [V]: -0.024000000208616257 | RMS [v]: 0.007966730743646622
location: (2,77) measurement number:0 | max [V]: 0.020800000056624413 | min [V]: -0.02319999970495701 | RMS [v]: 0.007545178756117821
